loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_f1_macro,eval_accuracy,eval_f1_class_0,eval_f1_class_1,eval_f1_class_2,eval_f1_class_3,eval_f1_class_4,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
6.436695556640625,2.0486652851104736,7.860952004740273e-07,0.0071111111111111115,200,,,,,,,,,,,,,,,,
6.41446533203125,1.6390471458435059,1.576140628086115e-06,0.014222222222222223,400,,,,,,,,,,,,,,,,
6.341587524414063,2.756476879119873,2.3661860556982027e-06,0.021333333333333333,600,,,,,,,,,,,,,,,,
6.201151733398437,2.4117214679718018,3.156231483310291e-06,0.028444444444444446,800,,,,,,,,,,,,,,,,
5.997396850585938,3.2753193378448486,3.946276910922378e-06,0.035555555555555556,1000,,,,,,,,,,,,,,,,
5.795012817382813,3.0983965396881104,4.736322338534466e-06,0.042666666666666665,1200,,,,,,,,,,,,,,,,
5.667471313476563,3.5676472187042236,5.526367766146554e-06,0.049777777777777775,1400,,,,,,,,,,,,,,,,
5.541353759765625,5.492616176605225,6.316413193758642e-06,0.05688888888888889,1600,,,,,,,,,,,,,,,,
5.521292724609375,4.5222344398498535,7.10645862137073e-06,0.064,1800,,,,,,,,,,,,,,,,
5.399004516601562,5.504230976104736,7.896504048982817e-06,0.07111111111111111,2000,,,,,,,,,,,,,,,,
5.353209228515625,3.5175111293792725,8.686549476594905e-06,0.07822222222222222,2200,,,,,,,,,,,,,,,,
5.328533935546875,3.85904598236084,9.476594904206992e-06,0.08533333333333333,2400,,,,,,,,,,,,,,,,
5.274453125,4.000148296356201,1.0266640331819079e-05,0.09244444444444444,2600,,,,,,,,,,,,,,,,
5.23662353515625,4.2662434577941895,1.1056685759431168e-05,0.09955555555555555,2800,,,,,,,,,,,,,,,,
5.26996826171875,3.4177908897399902,1.1846731187043256e-05,0.10666666666666667,3000,,,,,,,,,,,,,,,,
5.228150024414062,3.681278705596924,1.2636776614655343e-05,0.11377777777777778,3200,,,,,,,,,,,,,,,,
5.137955322265625,4.326108455657959,1.342682204226743e-05,0.12088888888888889,3400,,,,,,,,,,,,,,,,
5.145297241210938,4.365362644195557,1.4216867469879519e-05,0.128,3600,,,,,,,,,,,,,,,,
5.150992431640625,3.964742422103882,1.5006912897491608e-05,0.1351111111111111,3800,,,,,,,,,,,,,,,,
5.120469360351563,6.251791000366211,1.5796958325103696e-05,0.14222222222222222,4000,,,,,,,,,,,,,,,,
5.106419677734375,2.786897659301758,1.658700375271578e-05,0.14933333333333335,4200,,,,,,,,,,,,,,,,
5.052013854980469,5.64747953414917,1.737704918032787e-05,0.15644444444444444,4400,,,,,,,,,,,,,,,,
5.116883850097656,4.383588790893555,1.816709460793996e-05,0.16355555555555557,4600,,,,,,,,,,,,,,,,
5.004988098144532,3.284284830093384,1.8957140035552048e-05,0.17066666666666666,4800,,,,,,,,,,,,,,,,
5.106043395996093,3.4390180110931396,1.9747185463164133e-05,0.17777777777777778,5000,,,,,,,,,,,,,,,,
,,,0.17777777777777778,5000,1.250465989112854,0.4612294204380533,0.46136,0.5705256969281269,0.391256305548883,0.40760599741832987,0.4732727656877245,0.4634863366072025,435.4425,229.651,28.706,,,,,
4.994713439941406,3.8860623836517334,1.99657050635465e-05,0.18488888888888888,5200,,,,,,,,,,,,,,,,
4.984736022949218,4.243483066558838,1.9915271333467825e-05,0.192,5400,,,,,,,,,,,,,,,,
