loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_f1_macro,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
1.9319427490234375,6.648530006408691,8.68421052631579e-06,0.02632964718272775,100,,,,,,,,,,,
1.3902587890625,23.617942810058594,1.736842105263158e-05,0.0526592943654555,200,,,,,,,,,,,
0.617607307434082,26.73710060119629,1.981541802388708e-05,0.07898894154818326,300,,,,,,,,,,,
0.4549116516113281,15.292872428894043,1.9543973941368078e-05,0.105318588730911,400,,,,,,,,,,,
0.3233823013305664,16.157962799072266,1.927252985884908e-05,0.13164823591363875,500,,,,,,,,,,,
0.25176597595214845,40.84468078613281,1.9001085776330076e-05,0.1579778830963665,600,,,,,,,,,,,
0.24886077880859375,1.624356746673584,1.8729641693811077e-05,0.18430753027909427,700,,,,,,,,,,,
0.21061513900756837,61.844295501708984,1.8460912052117267e-05,0.210637177461822,800,,,,,,,,,,,
0.2212685775756836,3.7481629848480225,1.8189467969598265e-05,0.23696682464454977,900,,,,,,,,,,,
0.22374568939208983,0.832403302192688,1.7918023887079262e-05,0.2632964718272775,1000,,,,,,,,,,,
0.19083484649658203,7.301088809967041,1.7646579804560263e-05,0.2896261190100053,1100,,,,,,,,,,,
0.21781700134277343,34.41830825805664,1.737513572204126e-05,0.315955766192733,1200,,,,,,,,,,,
0.17388301849365234,47.64837646484375,1.710369163952226e-05,0.34228541337546076,1300,,,,,,,,,,,
0.20053934097290038,0.8155439496040344,1.683224755700326e-05,0.36861506055818855,1400,,,,,,,,,,,
0.21197547912597656,0.39274099469184875,1.6560803474484256e-05,0.3949447077409163,1500,,,,,,,,,,,
0.2057120132446289,6.734273433685303,1.6292073832790446e-05,0.421274354923644,1600,,,,,,,,,,,
0.14204561233520507,0.05594082176685333,1.6020629750271447e-05,0.4476040021063718,1700,,,,,,,,,,,
0.15183917045593262,3.357328176498413,1.5749185667752444e-05,0.47393364928909953,1800,,,,,,,,,,,
0.1454927158355713,33.129154205322266,1.5477741585233442e-05,0.5002632964718273,1900,,,,,,,,,,,
0.14128153800964355,0.06486527621746063,1.5206297502714443e-05,0.526592943654555,2000,,,,,,,,,,,
0.15789788246154784,7.697605133056641,1.493485342019544e-05,0.5529225908372828,2100,,,,,,,,,,,
0.12289813995361328,0.07709656655788422,1.466340933767644e-05,0.5792522380200106,2200,,,,,,,,,,,
0.14358052253723144,6.882583141326904,1.4391965255157438e-05,0.6055818852027383,2300,,,,,,,,,,,
0.13673590660095214,7.053841590881348,1.4120521172638437e-05,0.631911532385466,2400,,,,,,,,,,,
0.1257854175567627,0.7719332575798035,1.3849077090119437e-05,0.6582411795681938,2500,,,,,,,,,,,
0.1268949604034424,0.12337308377027512,1.3577633007600436e-05,0.6845708267509215,2600,,,,,,,,,,,
0.1059653091430664,0.07827305793762207,1.3306188925081433e-05,0.7109004739336493,2700,,,,,,,,,,,
0.1397239875793457,24.56764030456543,1.3034744842562432e-05,0.7372301211163771,2800,,,,,,,,,,,
0.09642438888549805,0.03510468453168869,1.2763300760043431e-05,0.7635597682991048,2900,,,,,,,,,,,
0.11697993278503419,1.5884954929351807,1.2491856677524432e-05,0.7898894154818326,3000,,,,,,,,,,,
0.12515372276306153,0.18567335605621338,1.2220412595005431e-05,0.8162190626645603,3100,,,,,,,,,,,
0.10407390594482421,0.9034711718559265,1.194896851248643e-05,0.842548709847288,3200,,,,,,,,,,,
0.1213547420501709,0.026539398357272148,1.1677524429967428e-05,0.8688783570300158,3300,,,,,,,,,,,
0.11256476402282715,2.3974032402038574,1.1406080347448427e-05,0.8952080042127436,3400,,,,,,,,,,,
0.13412312507629395,1.1095389127731323,1.1134636264929426e-05,0.9215376513954713,3500,,,,,,,,,,,
0.11654131889343261,6.9892473220825195,1.0863192182410425e-05,0.9478672985781991,3600,,,,,,,,,,,
0.09714780807495117,0.5929244756698608,1.0594462540716612e-05,0.9741969457609269,3700,,,,,,,,,,,
,,,1.0,3798,0.09932857751846313,0.9693692194613464,0.9695084485407066,57.4374,226.682,14.172,,,,,
0.11890341758728028,0.286419540643692,1.0323018458197611e-05,1.0005265929436546,3800,,,,,,,,,,,
0.07128667831420898,2.9692039489746094,1.005157437567861e-05,1.0268562401263823,3900,,,,,,,,,,,
0.08322410583496094,0.05211566388607025,9.78013029315961e-06,1.05318588730911,4000,,,,,,,,,,,
0.10199832916259766,0.8804317116737366,9.508686210640608e-06,1.079515534491838,4100,,,,,,,,,,,
0.08126983642578126,0.01945321634411812,9.237242128121607e-06,1.1058451816745656,4200,,,,,,,,,,,
0.09028902053833007,1.0065183639526367,8.965798045602607e-06,1.1321748288572933,4300,,,,,,,,,,,
0.08738533973693847,2.1297872066497803,8.694353963083606e-06,1.1585044760400212,4400,,,,,,,,,,,
0.08983245849609375,0.928244411945343,8.422909880564605e-06,1.1848341232227488,4500,,,,,,,,,,,
0.06625356674194335,0.8881629705429077,8.151465798045604e-06,1.2111637704054765,4600,,,,,,,,,,,
0.07139681339263916,0.29902225732803345,7.880021715526603e-06,1.2374934175882044,4700,,,,,,,,,,,
0.10938317298889161,1.664817452430725,7.608577633007601e-06,1.263823064770932,4800,,,,,,,,,,,
0.10527891159057617,1.6250476837158203,7.3371335504885995e-06,1.2901527119536598,4900,,,,,,,,,,,
0.09521430969238281,0.1937413513660431,7.065689467969599e-06,1.3164823591363874,5000,,,,,,,,,,,
