experiment,val_f1_macro,test_f1_macro,val_accuracy,test_accuracy,best_model
RoBERTa_train_pool,0.7330615540945518,0.7297663021875974,0.7655388284394098,0.7676255775823521,/content/drive/MyDrive/mago_text_scoring/complexity_colab/models/roberta_base_complexity_train_pool_20260307_162036/best_model
